jira-id,description,priority,component,module
JIRA-432,Data pipeline job failure in ETL,Medium,Database,PlatformService
JIRA-433,Intermittent data sync issue in Data Platform,Medium,Security,PlatformService
JIRA-434,API response time exceeding SLAs,Medium,Security,PlatformService
JIRA-435,Platform service crash on high load,High,Security,PlatformService
JIRA-436,Schema migration causing backward compatibility issue,Medium,Frontend,PlatformService
JIRA-437,Billing API returning incorrect invoice amount,Low,API,PlatformService
JIRA-438,Data pipeline job failure in ETL,Low,Database,PlatformService
JIRA-439,Database deadlock issue,High,Frontend,PlatformService
JIRA-440,API response time exceeding SLAs,Critical,Backend,PlatformService
JIRA-441,Billing API returning incorrect invoice amount,High,Security,PlatformService
JIRA-442,Schema migration causing backward compatibility issue,High,API,PlatformService
JIRA-443,Authentication failure when logging in,Low,API,PlatformService
JIRA-444,Authentication failure when logging in,Medium,API,PlatformService
JIRA-445,Registration form validation error,High,Database,PlatformService
JIRA-446,Authentication failure when logging in,High,Security,PlatformService
JIRA-447,Database deadlock issue,High,Backend,PlatformService
JIRA-448,Platform service crash on high load,Low,Backend,PlatformService
JIRA-449,Authentication failure when logging in,High,API,PlatformService
JIRA-450,Data pipeline job failure in ETL,High,Backend,PlatformService
JIRA-451,Billing API returning incorrect invoice amount,Low,Database,PlatformService
JIRA-452,Authentication failure when logging in,Medium,Security,PlatformService
JIRA-453,Schema migration causing backward compatibility issue,Medium,Database,PlatformService
JIRA-454,Payment setup failure for new users,Medium,Database,PlatformService
JIRA-455,Intermittent data sync issue in Data Platform,High,Security,PlatformService
JIRA-456,Schema migration causing backward compatibility issue,Low,Backend,PlatformService
JIRA-457,Intermittent data sync issue in Data Platform,Medium,Backend,PlatformService
JIRA-458,Authentication failure when logging in,Low,Security,PlatformService
JIRA-459,Platform service crash on high load,Medium,Infrastructure,PlatformService
JIRA-460,Data pipeline job failure in ETL,High,Backend,PlatformService
JIRA-461,Intermittent data sync issue in Data Platform,High,Backend,PlatformService
JIRA-462,Database deadlock issue,Medium,Frontend,PlatformService
JIRA-463,Database deadlock issue,High,Backend,PlatformService
JIRA-464,Intermittent data sync issue in Data Platform,Medium,Infrastructure,PlatformService
JIRA-465,Payment setup failure for new users,Critical,Frontend,PlatformService
JIRA-466,Intermittent data sync issue in Data Platform,High,Backend,PlatformService
JIRA-467,API response time exceeding SLAs,Critical,Frontend,PlatformService
JIRA-468,Authentication failure when logging in,High,Database,PlatformService
JIRA-469,Platform service crash on high load,Critical,API,PlatformService
JIRA-470,Database deadlock issue,Medium,Backend,PlatformService
JIRA-471,Schema migration causing backward compatibility issue,Critical,Backend,PlatformService
JIRA-472,Authentication failure when logging in,High,Database,PlatformService
JIRA-473,Payment setup failure for new users,Medium,Security,PlatformService
JIRA-474,Database deadlock issue,Critical,Infrastructure,PlatformService
JIRA-475,Billing API returning incorrect invoice amount,Low,Security,PlatformService
JIRA-476,Database deadlock issue,Medium,Security,PlatformService
JIRA-477,Data pipeline job failure in ETL,Medium,Database,PlatformService
JIRA-478,API response time exceeding SLAs,Low,Database,PlatformService
JIRA-479,Database deadlock issue,Low,API,PlatformService
JIRA-480,Intermittent data sync issue in Data Platform,Medium,Backend,PlatformService
JIRA-481,Database deadlock issue,Medium,Database,PlatformService
JIRA-482,Authentication failure when logging in,Medium,Frontend,PlatformService
JIRA-483,Intermittent data sync issue in Data Platform,Low,Security,PlatformService
JIRA-484,Authentication failure when logging in,High,Security,PlatformService
JIRA-485,Data pipeline job failure in ETL,Critical,Security,PlatformService
JIRA-486,Billing API returning incorrect invoice amount,Critical,Frontend,PlatformService
JIRA-487,Schema migration causing backward compatibility issue,Low,Security,PlatformService
JIRA-488,Schema migration causing backward compatibility issue,High,Database,PlatformService
JIRA-489,Payment setup failure for new users,High,Security,PlatformService
JIRA-490,Billing API returning incorrect invoice amount,High,Database,PlatformService
JIRA-491,Database deadlock issue,Medium,API,PlatformService
JIRA-492,Authentication failure when logging in,High,API,PlatformService
JIRA-493,Intermittent data sync issue in Data Platform,High,Infrastructure,PlatformService
JIRA-494,Registration form validation error,Critical,Backend,PlatformService
JIRA-495,API response time exceeding SLAs,Medium,Backend,PlatformService
JIRA-496,Authentication failure when logging in,Medium,Backend,PlatformService
JIRA-497,Data pipeline job failure in ETL,Medium,Backend,PlatformService
JIRA-498,Billing API returning incorrect invoice amount,Critical,API,PlatformService
JIRA-499,Billing API returning incorrect invoice amount,Low,Security,PlatformService
JIRA-500,Database deadlock issue,Low,Backend,PlatformService
JIRA-501,Payment setup failure for new users,Critical,Database,PlatformService
JIRA-502,API response time exceeding SLAs,High,Frontend,PlatformService
JIRA-503,Billing API returning incorrect invoice amount,High,API,PlatformService
JIRA-504,Platform service crash on high load,Low,API,PlatformService
JIRA-505,Authentication failure when logging in,Medium,Infrastructure,PlatformService
JIRA-506,Schema migration causing backward compatibility issue,Low,API,PlatformService
JIRA-507,Billing API returning incorrect invoice amount,High,Database,PlatformService
JIRA-508,Payment setup failure for new users,Low,Infrastructure,PlatformService
JIRA-509,Authentication failure when logging in,Medium,Security,PlatformService
JIRA-510,Platform service crash on high load,Critical,API,PlatformService
JIRA-511,Schema migration causing backward compatibility issue,Critical,Backend,PlatformService
JIRA-512,Registration form validation error,High,Backend,PlatformService
JIRA-513,Platform service crash on high load,Low,Security,PlatformService
JIRA-514,Payment setup failure for new users,Critical,Security,PlatformService
JIRA-515,Payment setup failure for new users,Critical,Backend,PlatformService
JIRA-516,Authentication failure when logging in,Medium,API,PlatformService
JIRA-517,Platform service crash on high load,High,API,PlatformService
JIRA-518,Intermittent data sync issue in Data Platform,Critical,Backend,PlatformService
JIRA-519,Billing API returning incorrect invoice amount,Medium,Infrastructure,PlatformService
JIRA-520,Database deadlock issue,Medium,Security,PlatformService
JIRA-521,API response time exceeding SLAs,Medium,API,PlatformService
JIRA-522,Schema migration causing backward compatibility issue,Low,API,PlatformService
JIRA-523,Payment setup failure for new users,Critical,API,PlatformService
JIRA-524,Database deadlock issue,Low,Infrastructure,PlatformService
JIRA-525,Authentication failure when logging in,Critical,Infrastructure,PlatformService
JIRA-526,Registration form validation error,High,API,PlatformService
JIRA-527,API response time exceeding SLAs,Low,Frontend,PlatformService
JIRA-528,Intermittent data sync issue in Data Platform,High,Frontend,PlatformService
JIRA-529,Data pipeline job failure in ETL,High,API,PlatformService
JIRA-530,Schema migration causing backward compatibility issue,Critical,Database,PlatformService
JIRA-531,Registration form validation error,High,Frontend,PlatformService
JIRA-532,API response time exceeding SLAs,Low,Frontend,PlatformService
JIRA-533,Intermittent data sync issue in Data Platform,Low,API,PlatformService
JIRA-534,API response time exceeding SLAs,Medium,Infrastructure,PlatformService
JIRA-535,Intermittent data sync issue in Data Platform,Medium,Security,PlatformService
JIRA-536,Intermittent data sync issue in Data Platform,High,Database,PlatformService
JIRA-537,Billing API returning incorrect invoice amount,Critical,Backend,PlatformService
JIRA-538,Billing API returning incorrect invoice amount,High,Infrastructure,PlatformService
JIRA-539,Database deadlock issue,High,Backend,PlatformService
JIRA-540,Payment setup failure for new users,High,API,PlatformService
JIRA-541,Payment setup failure for new users,Low,Backend,PlatformService
JIRA-542,Schema migration causing backward compatibility issue,Critical,Backend,PlatformService
JIRA-543,API response time exceeding SLAs,High,Frontend,PlatformService
JIRA-544,Billing API returning incorrect invoice amount,High,Backend,PlatformService
JIRA-545,Database deadlock issue,Low,Backend,PlatformService
JIRA-546,Authentication failure when logging in,High,Infrastructure,PlatformService
JIRA-547,Intermittent data sync issue in Data Platform,High,Security,PlatformService
JIRA-548,Authentication failure when logging in,Medium,Database,PlatformService
JIRA-549,Data pipeline job failure in ETL,Medium,Security,PlatformService
JIRA-550,Intermittent data sync issue in Data Platform,Critical,Backend,PlatformService
JIRA-551,Authentication failure when logging in,High,Backend,PlatformService
JIRA-552,Platform service crash on high load,Medium,Backend,PlatformService
JIRA-553,Payment setup failure for new users,High,Backend,PlatformService
JIRA-554,Schema migration causing backward compatibility issue,Medium,Infrastructure,PlatformService
JIRA-555,Billing API returning incorrect invoice amount,Critical,Infrastructure,PlatformService
JIRA-556,Registration form validation error,High,Database,PlatformService
JIRA-557,Platform service crash on high load,Medium,Database,PlatformService
JIRA-558,API response time exceeding SLAs,High,Security,PlatformService
JIRA-559,Authentication failure when logging in,Medium,Frontend,PlatformService
JIRA-560,API response time exceeding SLAs,Medium,Backend,PlatformService
JIRA-561,Registration form validation error,Low,Backend,PlatformService
JIRA-562,Authentication failure when logging in,Low,Backend,PlatformService
JIRA-563,Intermittent data sync issue in Data Platform,Critical,API,PlatformService
JIRA-564,API response time exceeding SLAs,Medium,API,PlatformService
JIRA-565,Registration form validation error,High,Backend,PlatformService
JIRA-566,Billing API returning incorrect invoice amount,Medium,Infrastructure,PlatformService
JIRA-567,Schema migration causing backward compatibility issue,Medium,Database,PlatformService
JIRA-568,Platform service crash on high load,Medium,Security,PlatformService
JIRA-569,Payment setup failure for new users,Critical,Infrastructure,PlatformService
JIRA-570,Platform service crash on high load,Critical,Frontend,PlatformService
JIRA-571,API response time exceeding SLAs,High,Backend,PlatformService
JIRA-572,Authentication failure when logging in,Critical,Infrastructure,PlatformService
JIRA-573,Database deadlock issue,High,Security,PlatformService
JIRA-574,Database deadlock issue,High,Security,PlatformService
JIRA-575,Platform service crash on high load,High,Infrastructure,PlatformService
JIRA-576,Schema migration causing backward compatibility issue,Medium,Security,PlatformService
JIRA-577,API response time exceeding SLAs,Critical,Frontend,PlatformService
JIRA-578,Authentication failure when logging in,High,Database,PlatformService
